,Design Option,Category,Family,Type,Family and Type,Type Id,Type Name,Family Name,Host,Level,Moves With Nearby Elements,Offset from Host,Host Id,Phase Created,Phase Demolished,Height,Render Appearance,Elevation from Level,Type Comments,Area,Volume,Depth,Label,Material,Width,Toe Depth,Toe Height,Cabinet Material,Door/Drawer Material,Handle Material,Panel Face Material,Burner Material,Range Material,Base Level,Base Offset,Column Location Mark,Column Style,Moves With Grids,Room Bounding,Top Level,Top Offset,Length,Structural Material,Enable Analytical Model,Rebar Cover - Bottom Face,Rebar Cover - Other Faces,Rebar Cover - Top Face,b,h,Section Shape,Cross-Section Rotation,End Level Offset,Orientation,Reference Level,Reference Level Elevation,Start Level Offset,Work Plane,Elevation at Bottom,Elevation at Top,End Extension,Join Status,Start Extension,y Justification,y Offset Value,yz Justification,z Justification,z Offset Value,Cut Length,End Connection,Start Connection,Stick Symbol Location,Structural Usage,Height Offset From Level,Perimeter,Absorptance,Roughness,Thickness,Coarse Scale Fill Color,Coarse Scale Fill Pattern,Mark,Bowl/Basin Material,Seat Material,Counter Height,Fixture Material,Sink Material,Length - Leg 1,Length - Leg 2,Sink Location,Sink Location To Wall,Sink Opening Depth,Sink Opening Width,Counter Thickness,Counter Top Material,Angle,Offset,Corner Mullion,Position,Profile,Width on side 1,Width on side 2,Trim Thickness,Trim Width,Frame Material,Offset from Path,Angled Joins,Baluster Offset,Landing Height Adjustment,Rail Connections,Railing Height,Tangent Joins,Use Landing Height Adjustment,Baluster Family,Baluster Length,Baluster Separation,Baluster Shape,Baluster Spacing Type (Stair Railing Only),Baluster Width,Balusters Per Tread (Stair Railing Only),Rail Shape,Railing Thickness,Railing Width,Lateral Offset,Down arrow,Down label,Down text,Show Up arrow in all views,Up arrow,Up label,Up text,Maximum Riser Height,Minimum Tread Depth,Extend Below Base,Function,Landing Overlap,Monolithic Stairs,Underside of Winder,Break Symbol in Plan,Text Font,Text Size,Monolithic Material,Riser Material,Stringer Material,Tread Material,Begin with Riser,End with Riser,Riser Thickness,Riser Type,Riser to Tread Connection,Landing Carriage Height,Left Stringer,Middle Stringers,Open Stringer Offset,Right Stringer,Stringer Carriage Height,Stringer Height,Stringer Thickness,Trim Stringers at Top,Apply Nosing Profile,Nosing Length,Nosing Profile,Tread Thickness,Rebar Cover,Diameter,Offset Base,Offset Top,Seat/Back Material,Base Material,Top Material,Cushion Material,Center Width,Mattress Material,Drawer Material,Dresser Material,Knob Material,Tubing Material,Sofa Material,Desk-Body,Handle/Leg Material,Centre Piece,Chair Side Spacing,Leg Spacing Length,Leg Spacing Width,Leg Width,Table Height,Table Top Thickness,Vis - End Chairs,Keynote,Material Chair Covering,Material Chair Structure,Material Table,Extrusion End,Extrusion Start,Level Offset,Related to Mass,Fascia Depth,Rafter Cut,Slope,Default Thickness,Span Direction,Structural,Display in Hidden Views,Sill Height,Head Height,Wall Closure,Trim Projection Ext,Trim Projection Int,Type Mark,Door Material,Rail Width - Base,Rail Width - Top,Stile Width - Hinge,Stile Width - Latch,Trim Projection,Default Sill Height,Window Inset,Frame Exterior Material,Frame Interior Material,Glass Pane Material,Sash,Trim Projection - Ext.,Trim Projection - Int.,Trim Width - Exterior,Trim Width - Interior,Sash Material,Trim Exterior Material,Trim Interior Material,Base Constraint,Base Extension Distance,Base is Attached,Location Line,Top Constraint,Top Extension Distance,Top is Attached,Unconnected Height,Wrapping at Ends,Wrapping at Inserts,Rebar Cover - Exterior Face,Rebar Cover - Interior Face
470141,None,OST_SpecialityEquipment,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,M_Range,Floor : Generic 150mm,02 zemin kat,No,,None,New Construction,None,,,-0.20,,3.01 m²,0.14 m³,0.61,,,0.61,,,,,,,10868,469662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473149,None,OST_SpecialityEquipment,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,M_Range,Floor : Generic 150mm,02 zemin kat,No,,None,New Construction,None,,,-0.20,,3.01 m²,0.14 m³,0.61,,,0.61,,,,,,,10868,469662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473735,None,OST_SpecialityEquipment,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,M_Range,Floor : döşeme 32mm,03 1kat,No,,None,New Construction,None,,,-3.05,,3.01 m²,0.14 m³,0.61,,,0.61,,,,,,,10868,469662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473737,None,OST_SpecialityEquipment,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,M_Range,Floor : döşeme 32mm,03 1kat,No,,None,New Construction,None,,,-3.05,,3.01 m²,0.14 m³,0.61,,,0.61,,,,,,,10868,469662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473765,None,OST_SpecialityEquipment,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,M_Range,Floor : döşeme 32mm,04 2 kat,No,,None,New Construction,None,,,-5.90,,3.01 m²,0.14 m³,0.61,,,0.61,,,,,,,10868,469662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473767,None,OST_SpecialityEquipment,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,M_Range,Floor : döşeme 32mm,04 2 kat,No,,None,New Construction,None,,,-5.90,,3.01 m²,0.14 m³,0.61,,,0.61,,,,,,,10868,469662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473795,None,OST_SpecialityEquipment,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,M_Range,Floor : döşeme 32mm,05 3kat,No,,None,New Construction,None,,,-8.75,,3.01 m²,0.14 m³,0.61,,,0.61,,,,,,,10868,469662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473797,None,OST_SpecialityEquipment,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,610 x 610mm,M_Range,Floor : döşeme 32mm,05 3kat,No,,None,New Construction,None,,,-8.75,,3.01 m²,0.14 m³,0.61,,,0.61,,,,,,,10868,469662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107299,None,OST_StructuralColumns,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,1.92 m³,,,,,,,,,,,,,01 bodrum kat,0.00,A-4,0,Yes,Yes,06 çatı kullanımı,0.00,14.20,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108116,None,OST_StructuralColumns,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,2.49 m³,,,,,,,,,,,,,01 bodrum kat,0.00,A-3,0,Yes,Yes,çatı,-0.55,16.65,110524,Yes,Rebar Cover 1,Rebar Cover 1,,0.25,0.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108503,None,OST_StructuralColumns,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,2.43 m³,,,,,,,,,,,,,01 bodrum kat,0.00,A-2,0,Yes,Yes,çatı,-0.82,16.38,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111073,None,OST_StructuralColumns,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,2.46 m³,,,,,,,,,,,,,01 bodrum kat,0.00,F-2,0,Yes,Yes,çatı,-0.82,16.38,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111074,None,OST_StructuralColumns,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,1.92 m³,,,,,,,,,,,,,01 bodrum kat,0.00,AA-4,0,Yes,Yes,06 çatı kullanımı,0.00,14.20,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378149,None,OST_StructuralColumns,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,1.94 m³,,,,,,,,,,,,,01 bodrum kat,0.00,F-4,0,Yes,Yes,06 çatı kullanımı,0.00,14.20,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378150,None,OST_StructuralColumns,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,2.47 m³,,,,,,,,,,,,,01 bodrum kat,0.00,F-3,0,Yes,Yes,çatı,-0.55,16.65,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378151,None,OST_StructuralColumns,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,250 x 800mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,2.46 m³,,,,,,,,,,,,,01 bodrum kat,0.00,F-2,0,Yes,Yes,çatı,-0.82,16.38,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110296,None,OST_StructuralColumns,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,0.69 m³,,,,,,,,,,,,,01 bodrum kat,0.00,C-1,0,Yes,Yes,03 1kat,0.00,5.65,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111075,None,OST_StructuralColumns,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,1.77 m³,,,,,,,,,,,,,01 bodrum kat,0.00,F-1,0,Yes,Yes,06 çatı kullanımı,0.00,14.20,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111078,None,OST_StructuralColumns,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,0.69 m³,,,,,,,,,,,,,01 bodrum kat,0.00,D-1,0,Yes,Yes,03 1kat,0.00,5.65,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118791,None,OST_StructuralColumns,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,M_Concrete-Rectangular-Column,,03 1kat,,,None,New Construction,None,,,,,,1.07 m³,,,,,,,,,,,,,03 1kat,0.00,AA-1,0,Yes,Yes,06 çatı kullanımı,0.00,8.55,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378152,None,OST_StructuralColumns,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,1.77 m³,,,,,,,,,,,,,01 bodrum kat,0.00,F-1,0,Yes,Yes,06 çatı kullanımı,0.00,14.20,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399153,None,OST_StructuralColumns,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,250 x 500mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,1.77 m³,,,,,,,,,,,,,01 bodrum kat,0.00,A-1,0,Yes,Yes,06 çatı kullanımı,0.00,14.20,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110014,None,OST_StructuralColumns,250 x 2300mm,250 x 2300mm,250 x 2300mm,250 x 2300mm,250 x 2300mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,9.54 m³,,,,,,,,,,,,,01 bodrum kat,0.00,C-3(1.05),0,Yes,Yes,çatı,-0.60,16.60,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,2.30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111077,None,OST_StructuralColumns,250 x 2300mm,250 x 2300mm,250 x 2300mm,250 x 2300mm,250 x 2300mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,9.54 m³,,,,,,,,,,,,,01 bodrum kat,0.00,E-3(1.05),0,Yes,Yes,çatı,-0.60,16.60,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,2.30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109400,None,OST_StructuralColumns,250 x 650mm,250 x 650mm,250 x 650mm,250 x 650mm,250 x 650mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,2.97 m³,,,,,,,,,,,,,01 bodrum kat,0.00,C-2,0,Yes,Yes,çatı,-0.79,16.41,110524,Yes,Rebar Cover 1,Rebar Cover 1,,0.25,0.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143014,None,OST_StructuralColumns,250 x 650mm,250 x 650mm,250 x 650mm,250 x 650mm,250 x 650mm,M_Concrete-Rectangular-Column,,01 bodrum kat,,,None,New Construction,None,,,,,,2.97 m³,,,,,,,,,,,,,01 bodrum kat,0.00,E-2,0,Yes,Yes,çatı,-0.84,16.36,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263401,None,OST_StructuralFraming,250 x 280mm,250 x 280mm,250 x 280mm,250 x 280mm,250 x 280mm,M_Concrete-Rectangular Beam,,None,,,None,New Construction,None,,,,,,0.13 m³,,,,,,,,,,,,,,,,,,,,,3.50,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.18,0,0.00°,0.20,0,02 zemin kat,0.00,0.20,Level : 02 zemin kat,0.02,0.20,0.00,0,0.00,2,0.00,0,0,0.00,3.50,None,None,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263598,None,OST_StructuralFraming,250 x 280mm,250 x 280mm,250 x 280mm,250 x 280mm,250 x 280mm,M_Concrete-Rectangular Beam,,None,,,None,New Construction,None,,,,,,0.13 m³,,,,,,,,,,,,,,,,,,,,,3.00,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.18,0,0.00°,0.20,0,02 zemin kat,0.00,0.20,Level : 02 zemin kat,0.02,0.20,0.00,0,0.00,2,0.00,0,0,0.00,3.00,None,None,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263640,None,OST_StructuralFraming,250 x 280mm,250 x 280mm,250 x 280mm,250 x 280mm,250 x 280mm,M_Concrete-Rectangular Beam,,None,,,None,New Construction,None,,,,,,0.04 m³,,,,,,,,,,,,,,,,,,,,,5.73,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.18,0,0.00°,0.20,0,02 zemin kat,0.00,0.20,Level : 02 zemin kat,0.02,0.20,0.00,0,0.00,2,0.00,0,0,0.00,5.73,None,None,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263683,None,OST_StructuralFraming,250 x 280mm,250 x 280mm,250 x 280mm,250 x 280mm,250 x 280mm,M_Concrete-Rectangular Beam,,None,,,None,New Construction,None,,,,,,0.02 m³,,,,,,,,,,,,,,,,,,,,,3.35,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.18,0,0.00°,0.20,0,02 zemin kat,0.00,0.20,Level : 02 zemin kat,0.02,0.20,0.00,0,0.00,2,0.00,0,0,0.00,3.35,None,None,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263856,None,OST_StructuralFraming,250 x 280mm,250 x 280mm,250 x 280mm,250 x 280mm,250 x 280mm,M_Concrete-Rectangular Beam,,None,,,None,New Construction,None,,,,,,0.29 m³,,,,,,,,,,,,,,,,,,,,,6.50,110524,Yes,Rebar Cover 1,Rebar Cover 1,Rebar Cover 1,0.25,0.18,0,0.00°,0.20,0,02 zemin kat,0.00,0.20,Level : 02 zemin kat,0.02,0.20,0.00,0,0.00,2,0.00,0,0,0.00,6.50,None,None,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
